source,target,weight,tag
b7520,t_kidnapping,17,kidnapping
b8161,t_classic,17,classic
b8161,t_scandinavian,17,scandinavian
b8193,t_relationships,17,relationships
b3971,t_family-saga,17,family-saga
b5379,t_psychological-thriller,17,psychological-thriller
b9263,t_war,17,war
b3293,t_family,17,family
b9162,t_baby-books,17,baby-books
b3840,t_art-books,17,art-books
b9070,t_magic-realism,17,magic-realism
b8560,t_nonfiction,17,nonfiction
b6216,t_canada,17,canada
b6216,t_canadian-literature,17,canadian-literature
b5227,t_high-fantasy,17,high-fantasy
b6155,t_adventure,17,adventure
b8984,t_techno-thriller,17,techno-thriller
b8027,t_christianity,17,christianity
b5577,t_supernatural,16,supernatural
b8027,t_faith,16,faith
b7358,t_action,16,action
b2713,t_dark-tower,16,dark-tower
b7087,t_funny,16,funny
b7130,t_comedy,16,comedy
b8634,t_arabic-books,16,arabic-books
b9685,t_classics,16,classics
b9264,t_race,16,race
b6576,t_shounen,16,shounen
b9459,t_self-help,16,self-help
b6618,t_picturebooks,16,picturebooks
b9979,t_south-africa,16,south-africa
b4062,t_jewish,16,jewish
b1619,t_supernatural,16,supernatural
b4982,t_picture,16,picture
b4988,t_christian-fiction,16,christian-fiction
b7462,t_20th-century,16,20th-century
b3446,t_drama,16,drama
b9249,t_leadership,16,leadership
b8282,t_chick-lit,16,chick-lit
b6870,t_relationships,16,relationships
b5867,t_fantasy-sci-fi,16,fantasy-sci-fi
b7401,t_classics,16,classics
b5390,t_pendragon-series,16,pendragon-series
b8540,t_chic-lit,16,chic-lit
b3928,t_psychotherapy,16,psychotherapy
b9002,t_food,16,food
b5492,t_favorite-children-s-books,16,favorite-children-s-books
b6718,t_magic,16,magic
b9169,t_travel,16,travel
b9169,t_happiness,16,happiness
b9353,t_autobiography,16,autobiography
b2771,t_family,16,family
b3936,t_family,16,family
b5377,t_biography,16,biography
b7885,t_suspense,16,suspense
b6391,t_guilty-pleasure,16,guilty-pleasure
b8801,t_religion,16,religion
b4300,t_contemporary-romance,16,contemporary-romance
b5932,t_cultural,16,cultural
b8768,t_classic,16,classic
b4331,t_biography,16,biography
b8768,t_sherlock,16,sherlock
b9373,t_christmas-books,16,christmas-books
b8578,t_classics,16,classics
b6724,t_fantasy,16,fantasy
b3011,t_beach-reads,16,beach-reads
b7487,t_crime-fiction,16,crime-fiction
b9065,t_family,16,family
b3034,t_romance,16,romance
b2101,t_adventure,16,adventure
b8954,t_suspense,16,suspense
b9610,t_arabic,16,arabic
b7739,t_christian,16,christian
b5208,t_drawing,16,drawing
b4960,t_20th-century,16,20th-century
b1909,t_canadian-literature,16,canadian-literature
b6142,t_inspirational,16,inspirational
b4883,t_folklore,16,folklore
b9881,t_family,16,family
b9221,t_arabic,16,arabic
b7726,t_wwii,16,wwii
b7468,t_elementary-school,16,elementary-school
b8993,t_summer-reads,16,summer-reads
b5872,t_historical-fiction,16,historical-fiction
b7144,t_graphic-novels,16,graphic-novels
b3656,t_fluff,16,fluff
b4327,t_inspirational,16,inspirational
b5362,t_coming-of-age,16,coming-of-age
b3539,t_holidays,16,holidays
b5242,t_drama,16,drama
b7154,t_lgbtq,16,lgbtq
b4561,t_mexico,16,mexico
b9691,t_magic,16,magic
b8066,t_history,16,history
b4709,t_classics,16,classics
b6139,t_romance,16,romance
b4495,t_funny,16,funny
b7875,t_20th-century,16,20th-century
b4513,t_family,16,family
b7363,t_death,16,death
b8856,t_read-alouds,16,read-alouds
b6243,t_history,16,history
b7896,t_giveaways,16,giveaways
b9661,t_read-alouds,16,read-alouds
b616,t_mysteries,16,mysteries
b8719,t_christmas,16,christmas
b4086,t_chic-lit,16,chic-lit
b6500,t_non-fiction,16,non-fiction
b6500,t_lgbt,16,lgbt
b4547,t_womens-fiction,16,womens-fiction
b9120,t_disney,16,disney
b5351,t_classic,16,classic
b5351,t_fairy-tale,16,fairy-tale
b6790,t_action,16,action
b6790,t_techno-thriller,16,techno-thriller
b7025,t_sisters,16,sisters
b5002,t_arabic-novels,16,arabic-novels
b7710,t_relationships,16,relationships
b9054,t_politics,16,politics
b7193,t_historical,16,historical
b5002,t_arabic-books,16,arabic-books
b5860,t_elementary-school,16,elementary-school
b7749,t_humour,16,humour
b9886,t_mystery,16,mystery
b7970,t_glbt,16,glbt
b7095,t_epic,16,epic
b8071,t_21st-century,16,21st-century
b958,t_coming-of-age,16,coming-of-age
b9625,t_family,16,family
b8525,t_chicklit,16,chicklit
b9194,t_childrens-classics,16,childrens-classics
b9916,t_funny,16,funny
b8986,t_suspense-thriller,16,suspense-thriller
b9970,t_history,16,history
b5790,t_food,16,food
b3100,t_funny,16,funny
b3100,t_books-from-my-childhood,16,books-from-my-childhood
b2093,t_fantasy,16,fantasy
b8501,t_family,16,family
b4038,t_romance,16,romance
b9107,t_memoir-biography,16,memoir-biography
b8179,t_management,16,management
b9640,t_adventure,16,adventure
b8178,t_freebies,16,freebies
b3465,t_classic,16,classic
b9616,t_contemporary-romance,16,contemporary-romance
b5191,t_friendship,16,friendship
b6977,t_angels,16,angels
b8814,t_history,16,history
b6975,t_suspense,16,suspense
b5061,t_drama,16,drama
b8246,t_nonfiction,16,nonfiction
b5519,t_mystery-suspense,16,mystery-suspense
b1936,t_classics,16,classics
b9265,t_psychology,16,psychology
b5491,t_homeschool,16,homeschool
b6958,t_beach-reads,16,beach-reads
b5477,t_adventure,16,adventure
b6181,t_baltimore,16,baltimore
b6107,t_nyc,16,nyc
b7285,t_family,16,family
b5898,t_classics,16,classics
b3401,t_contemporary-romance,16,contemporary-romance
b3401,t_chic-lit,16,chic-lit
b3122,t_memoirs,16,memoirs
b8088,t_crime,16,crime
b8118,t_suspense,16,suspense
b3813,t_adventure,16,adventure
b8987,t_thriller,16,thriller
b6114,t_nyc,16,nyc
b9404,t_read-as-a-child,16,read-as-a-child
b8825,t_historical,16,historical
b9972,t_sci-fi,16,sci-fi
b9972,t_short-fiction,16,short-fiction
b9543,t_erotic,16,erotic
b9519,t_family,16,family
b8516,t_asia,16,asia
b4800,t_dark,16,dark
b4859,t_supernatural,16,supernatural
b6310,t_friendship,16,friendship
b6310,t_funny,16,funny
b7011,t_animals,16,animals
b8561,t_sci-fi-fantasy,16,sci-fi-fantasy
b9679,t_spiritual,16,spiritual
b6054,t_mystery,16,mystery
b6253,t_india,16,india
b6253,t_amish,16,amish
b8245,t_spy-thriller,16,spy-thriller
b9750,t_survival,16,survival
b4639,t_family,16,family
b6991,t_wimpy-kid,16,wimpy-kid
b7188,t_animals,16,animals
b8658,t_relationships,16,relationships
b7399,t_romance,16,romance
b8298,t_relationships,16,relationships
b9900,t_humor,16,humor
b8848,t_contemporary-romance,16,contemporary-romance
b9315,t_historical,16,historical
b6869,t_thrillers,16,thrillers
b8818,t_racconti,16,racconti
b8401,t_fantasy-sci-fi,16,fantasy-sci-fi
b3575,t_classics,16,classics
b7440,t_spanish,16,spanish
b2260,t_fantasy,16,fantasy
b8877,t_non-fiction,16,non-fiction
b8877,t_cook-books,16,cook-books
b2260,t_classic,16,classic
b9713,t_chick-lit,16,chick-lit
b9162,t_board-books,16,board-books
b9838,t_non-fiction,16,non-fiction
b6370,t_chick-lit,16,chick-lit
b7648,t_classic,16,classic
b8223,t_japanese-lit,16,japanese-lit
b9617,t_christian-romance,16,christian-romance
b4658,t_comedy,16,comedy
b7989,t_family,16,family
b6214,t_romance,16,romance
b7539,t_high-fantasy,16,high-fantasy
b7837,t_vampires,16,vampires
b7641,t_westerns,16,westerns
b5865,t_beat,16,beat
b8235,t_spirituality,16,spirituality
b6323,t_mystery,16,mystery
b8166,t_family,16,family
b7016,t_berenstain-bears,16,berenstain-bears
b7828,t_family,16,family
b9708,t_romance,16,romance
b6298,t_latin-america,16,latin-america
b8616,t_religion,16,religion
b8803,t_drama,16,drama
b7077,t_17th-century,16,17th-century
b8434,t_family,16,family
b7699,t_drama,16,drama
b7699,t_family,16,family
b7673,t_historical,16,historical
b7673,t_irish-literature,16,irish-literature
b9190,t_paranormal,16,paranormal
b5685,t_sci-fi-fantasy,16,sci-fi-fantasy
b5553,t_humor,16,humor
b7639,t_classics,16,classics
b5397,t_humor,16,humor
b1202,t_baltimore,16,baltimore
b6514,t_picture,16,picture
b9142,t_romance,16,romance
b2882,t_nora,16,nora
b8405,t_funny,16,funny
b5914,t_womens-fiction,16,womens-fiction
b9096,t_inspirational,16,inspirational
b9803,t_bears,16,bears
b2806,t_romance,16,romance
b5039,t_suspense-thriller,16,suspense-thriller
b9369,t_contemporary-romance,16,contemporary-romance
b7867,t_womens-fiction,16,womens-fiction
b3662,t_classics,16,classics
b8269,t_horror,16,horror
b5293,t_fantasy,16,fantasy
b4991,t_indian-author,16,indian-author
b7526,t_read-alouds,16,read-alouds
b7526,t_friendship,16,friendship
b3027,t_religion,16,religion
b7541,t_royalty,16,royalty
b9627,t_mystery,16,mystery
b5621,t_childhood-memories,16,childhood-memories
b8648,t_board-book,16,board-book
b4058,t_medical,16,medical
b5142,t_inspirational,16,inspirational
b8038,t_high-fantasy,16,high-fantasy
b8038,t_sci-fi-fantasy,16,sci-fi-fantasy
b7201,t_guilty-pleasure,16,guilty-pleasure
b2274,t_philosophy,16,philosophy
b2274,t_comedy,16,comedy
b8771,t_storytime,16,storytime
b5066,t_nature,16,nature
b1587,t_historical-fiction,16,historical-fiction
b3300,t_drama,16,drama
b6036,t_relationships,16,relationships
b9790,t_spiritual,16,spiritual
b6914,t_suspense-thriller,16,suspense-thriller
b4526,t_20th-century,16,20th-century
b5946,t_time-travel,16,time-travel
b4665,t_pendragon-series,16,pendragon-series
b7458,t_asian-literature,16,asian-literature
b7458,t_cultural,16,cultural
b4935,t_arabic-books,16,arabic-books
b7129,t_historical,16,historical
b9080,t_african-american-fiction,16,african-american-fiction
b2757,t_romance,16,romance
b5827,t_history,16,history
b9416,t_contemporary-romance,16,contemporary-romance
b3042,t_drama,16,drama
b8379,t_mental-illness,16,mental-illness
b9246,t_inspirational,16,inspirational
b8795,t_drama,16,drama
b4549,t_chic-lit,16,chic-lit
b7174,t_humor,16,humor
b3279,t_health,16,health
b8073,t_womens-fiction,16,womens-fiction
b3634,t_beach-reads,16,beach-reads
b7767,t_adventure,16,adventure
b8984,t_thrillers,15,thrillers
b9043,t_sf,15,sf
b8027,t_spirituality,15,spirituality
b6050,t_drama,15,drama
b8713,t_mystery-suspense,15,mystery-suspense
b6288,t_book-to-movie,15,book-to-movie
b6579,t_chick-lit,15,chick-lit
b7174,t_fantasy,15,fantasy
b4635,t_non-fiction,15,non-fiction
b9875,t_chicklit,15,chicklit
b7195,t_mystery,15,mystery
b3428,t_comedy,15,comedy
b9806,t_shounen,15,shounen
b8714,t_diversity,15,diversity
b5602,t_love,15,love
b4665,t_time-travel,15,time-travel
b8819,t_german-literature,15,german-literature
b9756,t_medical,15,medical
b9790,t_religion,15,religion
b8410,t_aussie,15,aussie
b5095,t_drama,15,drama
b5413,t_spirituality,15,spirituality
b7840,t_classic,15,classic
b9374,t_biography,15,biography
b7201,t_drama,15,drama
b8472,t_greek,15,greek
b8456,t_czech-literature,15,czech-literature
b6360,t_summer-reads,15,summer-reads
b8648,t_baby,15,baby
b5845,t_self-improvement,15,self-improvement
b5227,t_comics,15,comics
b9009,t_cute,15,cute
b9709,t_science-fiction,15,science-fiction
b9786,t_romance,15,romance
b7390,t_immigrants,15,immigrants
b9009,t_contemporary-romance,15,contemporary-romance
b5924,t_chicklit,15,chicklit
b7665,t_family,15,family
b8865,t_relationships,15,relationships
b6467,t_national-book-award,15,national-book-award
b6467,t_african-american-literature,15,african-american-literature
b7867,t_chicklit,15,chicklit
b6347,t_family,15,family
b6347,t_little-critter,15,little-critter
b9796,t_easy-reader,15,easy-reader
b8182,t_history,15,history
b7652,t_family,15,family
b6543,t_sport,15,sport
b8888,t_coming-of-age,15,coming-of-age
b1202,t_20th-century,15,20th-century
b9479,t_historical-fiction,15,historical-fiction
b8676,t_new-york-city,15,new-york-city
b7639,t_portuguese,15,portuguese
b5553,t_21st-century,15,21st-century
b7699,t_chicklit,15,chicklit
b9671,t_adventure,15,adventure
b9490,t_romance,15,romance
b5212,t_writing,15,writing
b8616,t_arabic-books,15,arabic-books
b8547,t_philosophy,15,philosophy
b6298,t_romance,15,romance
b3253,t_could-not-finish,15,could-not-finish
b8166,t_marriage,15,marriage
b7379,t_humour,15,humour
b5865,t_narrativa,15,narrativa
b5865,t_racconti,15,racconti
b9831,t_comedy,15,comedy
b9831,t_memoirs,15,memoirs
b3856,t_romance,15,romance
b6003,t_classic,15,classic
b3636,t_sci-fi-fantasy,15,sci-fi-fantasy
b9162,t_family,15,family
b3856,t_chick-lit,15,chick-lit
b5919,t_nonfiction,15,nonfiction
b8881,t_americana,15,americana
b8177,t_military,15,military
b3064,t_21st-century,15,21st-century
b6850,t_picture,15,picture
b2527,t_dragons,15,dragons
b5647,t_arabic-books,15,arabic-books
b5691,t_christian-romance,15,christian-romance
b4174,t_marriage,15,marriage
b5622,t_fantasy,15,fantasy
b5149,t_sci-fi,15,sci-fi
b6137,t_family,15,family
b5346,t_short,15,short
b3293,t_drama,15,drama
b6869,t_mystery-thriller,15,mystery-thriller
b4654,t_apocalyptic,15,apocalyptic
b6917,t_jewish,15,jewish
b6191,t_immigrants,15,immigrants
b3735,t_fantasy,15,fantasy
b7798,t_philosophy,15,philosophy
b7798,t_humor,15,humor
b7024,t_self-development,15,self-development
b7024,t_arabic-books,15,arabic-books
b9559,t_terror,15,terror
b3740,t_bears,15,bears
b8757,t_sci-fi-fantasy,15,sci-fi-fantasy
b9750,t_chile,15,chile
b8245,t_thrillers,15,thrillers
b7866,t_business,15,business
b4919,t_christian-books,15,christian-books
b6019,t_friendship,15,friendship
b8561,t_epic-fantasy,15,epic-fantasy
b2580,t_chick-lit,15,chick-lit
b9361,t_friendship,15,friendship
b2168,t_historical-fiction,15,historical-fiction
b9541,t_sf,15,sf
b5812,t_spirituality,15,spirituality
b6674,t_mental-health,15,mental-health
b8516,t_japanese,15,japanese
b7123,t_paranormal,15,paranormal
b9404,t_childhood-memories,15,childhood-memories
b9411,t_history,15,history
b2397,t_mysteries,15,mysteries
b7034,t_drama,15,drama
b5807,t_thriller,15,thriller
b8350,t_family-relationships,15,family-relationships
b2128,t_small-town,15,small-town
b9275,t_self-development,15,self-development
b9509,t_disability,15,disability
b8403,t_classics,15,classics
b5107,t_sci-fi-fantasy,15,sci-fi-fantasy
b9523,t_sci-fi,15,sci-fi
b7740,t_romance,15,romance
b9322,t_spiritual,15,spiritual
b9628,t_historical-fiction,15,historical-fiction
b4856,t_irish-literature,15,irish-literature
b9486,t_romance,15,romance
b9600,t_crime,15,crime
b9033,t_indonesian-literature,15,indonesian-literature
b8439,t_chick-lit,15,chick-lit
b7769,t_modern-classics,15,modern-classics
b4400,t_fluff,15,fluff
b9888,t_romance,15,romance
b4360,t_beach-reads,15,beach-reads
b8179,t_strategy,15,strategy
b4603,t_magic,15,magic
b8311,t_drama,15,drama
b9051,t_indonesia,15,indonesia
b4862,t_classic,15,classic
b9930,t_food,15,food
b9970,t_can-lit,15,can-lit
b8986,t_crime,15,crime
b5268,t_drawing,15,drawing
b8941,t_teen-romance,15,teen-romance
b4369,t_non-fiction,15,non-fiction
b8437,t_inspirational,15,inspirational
b8969,t_format-picture-book,15,format-picture-book
b4544,t_classics,15,classics
b4614,t_new-york-city,15,new-york-city
b8924,t_classics,15,classics
b6355,t_womens-fiction,15,womens-fiction
b7246,t_coming-of-age,15,coming-of-age
b9613,t_mystery,15,mystery
b9613,t_womens-fiction,15,womens-fiction
b3658,t_classics,15,classics
b5734,t_germany,15,germany
b5808,t_canlit,15,canlit
b8700,t_humor,15,humor
b7972,t_kristen-hannah,15,kristen-hannah
b8838,t_sci-fi,15,sci-fi
b8983,t_family,15,family
b9150,t_family,15,family
b4547,t_nantucket,15,nantucket
b5971,t_fantasy,15,fantasy
b4967,t_family-relationships,15,family-relationships
b8920,t_humor,15,humor
b7856,t_grief,15,grief
b9907,t_drama,15,drama
b7896,t_grief,15,grief
b6240,t_self-help,15,self-help
b7645,t_suspense,15,suspense
b3900,t_storytime,15,storytime
b9663,t_chic-lit,15,chic-lit
b9663,t_historical-fiction,15,historical-fiction
b7943,t_politics,15,politics
b6258,t_self-improvement,15,self-improvement
b7742,t_mystery-thriller,15,mystery-thriller
b5362,t_contemporary-romance,15,contemporary-romance
b7626,t_guilty-pleasures,15,guilty-pleasures
b9048,t_magic,15,magic
b8092,t_noir,15,noir
b9772,t_chick-lit,15,chick-lit
b9933,t_funny,15,funny
b9815,t_non-fiction,15,non-fiction
b9145,t_romance,15,romance
b9145,t_drama,15,drama
b9772,t_relationships,15,relationships
b7052,t_romance,15,romance
b2648,t_adventure,15,adventure
b4363,t_drama,15,drama
b8148,t_chicklit,15,chicklit
b6948,t_retelling,15,retelling
b5385,t_friendship,15,friendship
b7487,t_detective,15,detective
b9321,t_manga-read,15,manga-read
b9125,t_curious-george,15,curious-george
b8581,t_journalism,15,journalism
b3961,t_short,15,short
b7278,t_adventure,15,adventure
b4265,t_historical-fiction,15,historical-fiction
b8578,t_friendship,15,friendship
b6724,t_preschool,15,preschool
b9435,t_dogs,15,dogs
b7161,t_psychological-thriller,15,psychological-thriller
b9787,t_war,15,war
b5932,t_indian-fiction,15,indian-fiction
b7092,t_supernatural,15,supernatural
b5377,t_art-history,15,art-history
b5078,t_drama,15,drama
b6708,t_animals,15,animals
b2411,t_history,15,history
b2411,t_war,15,war
b9437,t_chick-lit,15,chick-lit
b9169,t_german,15,german
b4838,t_suspense,15,suspense
b5972,t_homeschool,15,homeschool
b7451,t_coming-of-age,15,coming-of-age
b2222,t_faith,15,faith
b6395,t_board-books,15,board-books
b6870,t_family-relationships,15,family-relationships
b9534,t_spirituality,15,spirituality
b8180,t_cancer,15,cancer
b3446,t_friendship,15,friendship
b1873,t_could-not-finish,15,could-not-finish
b8228,t_drama,15,drama
b4248,t_house-of-night,15,house-of-night
b1619,t_werewolves,15,werewolves
b4375,t_fairy-tales,15,fairy-tales
b6068,t_drama,15,drama
b9104,t_thrillers,15,thrillers
b5219,t_drama,15,drama
b9965,t_paranormal,15,paranormal
b8634,t_fantasy,15,fantasy
b9264,t_african-literature,15,african-literature
b5878,t_classics,15,classics
b9267,t_drama,15,drama
b3230,t_film,15,film
b7087,t_epistolary,15,epistolary
b7087,t_friendship,15,friendship
b9686,t_childhood-memories,15,childhood-memories
b7358,t_science-fiction,15,science-fiction
b9510,t_historical,15,historical
b5577,t_suspense,15,suspense
b4555,t_texas,14,texas
b6155,t_historical-fiction,14,historical-fiction
b7828,t_relationships,14,relationships
b7056,t_fantasy-sci-fi,14,fantasy-sci-fi
b8713,t_mystery-thriller,14,mystery-thriller
b5614,t_family-relationships,14,family-relationships
b9402,t_childhood-memories,14,childhood-memories
b7358,t_sci-fi-fantasy,14,sci-fi-fantasy
b9490,t_elementary,14,elementary
b9533,t_fantasy,14,fantasy
b7166,t_chicklit,14,chicklit
b7166,t_funny,14,funny
b9685,t_suspense,14,suspense
b8723,t_romance,14,romance
b8676,t_mystery-thriller,14,mystery-thriller
b9180,t_thrillers,14,thrillers
b8227,t_chic-lit,14,chic-lit
b8068,t_mystery-thriller,14,mystery-thriller
b6003,t_childrens-picture-books,14,childrens-picture-books
b6300,t_contemporary-romance,14,contemporary-romance
b6068,t_mystery-suspense,14,mystery-suspense
b8889,t_na,14,na
b8733,t_20th-century,14,20th-century
b7506,t_magic,14,magic
b5590,t_humor,14,humor
b6618,t_family,14,family
b5745,t_nonfiction,14,nonfiction
b4557,t_contemporary-romance,14,contemporary-romance
b8228,t_family,14,family
b5764,t_adventure,14,adventure
b7684,t_drama,14,drama
b7684,t_contemporary-romance,14,contemporary-romance
b8180,t_contemporary-romance,14,contemporary-romance
b8960,t_relationships,14,relationships
b5570,t_horror-thriller,14,horror-thriller
b9620,t_to-read-poetry,14,to-read-poetry
b6467,t_feminism,14,feminism
b6467,t_historical,14,historical
b9131,t_sub,14,sub
b7636,t_romance,14,romance
b5150,t_narrativa,14,narrativa
b2696,t_early-reader,14,early-reader
b8003,t_fantasy,14,fantasy
b3575,t_fairy-tales,14,fairy-tales
b8779,t_drama,14,drama
b9573,t_contemporary-romance,14,contemporary-romance
b7462,t_mystery,14,mystery
b5972,t_children-young-adult,14,children-young-adult
b3881,t_history,14,history
b5972,t_read-alouds,14,read-alouds
b9842,t_inspirational,14,inspirational
b9324,t_economics,14,economics
b9810,t_action,14,action
b9090,t_novel-indonesia,14,novel-indonesia
b9627,t_romance,14,romance
b9627,t_historical,14,historical
b8282,t_family,14,family
b9437,t_family-relationships,14,family-relationships
b7916,t_memoirs,14,memoirs
b2973,t_thrillers,14,thrillers
b4701,t_mystery,14,mystery
b4701,t_sci-fi,14,sci-fi
b6917,t_politics,14,politics
b9792,t_summer-reads,14,summer-reads
b4785,t_creativity,14,creativity
b6758,t_short-story-collections,14,short-story-collections
b8771,t_picture,14,picture
b9374,t_history,14,history
b9374,t_sport,14,sport
b8804,t_fiksi,14,fiksi
b8804,t_teenlit,14,teenlit
b1567,t_family,14,family
b7403,t_animal,14,animal
b5561,t_american-history,14,american-history
b8833,t_fantasy,14,fantasy
b8578,t_animals,14,animals
b5828,t_mystery-thriller,14,mystery-thriller
b9693,t_alpha-male,14,alpha-male
b8276,t_historical,14,historical
b9268,t_fantasy,14,fantasy
b8874,t_satire,14,satire
b9141,t_sci-fi-fantasy,14,sci-fi-fantasy
b9141,t_magic,14,magic
b4237,t_california,14,california
b4639,t_mystery,14,mystery
b8148,t_teenlit,14,teenlit
b9872,t_drama,14,drama
b7678,t_chic-lit,14,chic-lit
b9835,t_adventure,14,adventure
b6718,t_contemporary-romance,14,contemporary-romance
b6498,t_little-critter,14,little-critter
b9129,t_scotland,14,scotland
b8272,t_nonfiction,14,nonfiction
b5706,t_romance,14,romance
b9246,t_personal-development,14,personal-development
b9246,t_memoir,14,memoir
b9246,t_nutrition,14,nutrition
b1609,t_paranormal,14,paranormal
b5988,t_19th-century,14,19th-century
b7570,t_mystery-thriller,14,mystery-thriller
b3656,t_guilty-pleasures,14,guilty-pleasures
b9456,t_psychotherapy,14,psychotherapy
b9456,t_autism,14,autism
b5718,t_fantasy,14,fantasy
b5718,t_classics,14,classics
b7777,t_21st-century,14,21st-century
b7389,t_love,14,love
b4765,t_comics,14,comics
b9854,t_new-england,14,new-england
b7389,t_contemporary-romance,14,contemporary-romance
b7174,t_coming-of-age,14,coming-of-age
b4709,t_picture,14,picture
b7567,t_indonesian-literature,14,indonesian-literature
b6240,t_new-age,14,new-age
b9411,t_mystery,14,mystery
b2397,t_detective,14,detective
b7293,t_crime-fiction,14,crime-fiction
b8693,t_thriller,14,thriller
b6566,t_drama,14,drama
b8856,t_magic,14,magic
b6895,t_short-story-collections,14,short-story-collections
b6895,t_shorts,14,shorts
b6406,t_funny,14,funny
b9193,t_dog-books,14,dog-books
b9177,t_mystery,14,mystery
b8095,t_drama,14,drama
b6914,t_thriller,14,thriller
b4301,t_non-fiction,14,non-fiction
b9248,t_military,14,military
b7731,t_mystery,14,mystery
b9321,t_manga,14,manga
b5413,t_buddhism,14,buddhism
b3122,t_inspirational,14,inspirational
b3122,t_self-help,14,self-help
b7382,t_relationships,14,relationships
b3034,t_friendship,14,friendship
b6166,t_nonfiction,14,nonfiction
b8656,t_adventure,14,adventure
b4354,t_race,14,race
b4467,t_psychology,14,psychology
b5518,t_biography,14,biography
b8175,t_asia,14,asia
b5569,t_supernatural,14,supernatural
b3848,t_graphic-novels,14,graphic-novels
b2648,t_humor,14,humor
b4786,t_sci-fi-fantasy,14,sci-fi-fantasy
b6403,t_fantasy,14,fantasy
b5859,t_graphic-novels,14,graphic-novels
b4529,t_retelling,14,retelling
b6181,t_family-relationships,14,family-relationships
b9210,t_dr-seuss,14,dr-seuss
b6142,t_historical-fiction,14,historical-fiction
b4316,t_humour,14,humour
b2000,t_psychology,14,psychology
b5549,t_biography,14,biography
b4872,t_magical-realism,14,magical-realism
b9590,t_mystery,14,mystery
b7390,t_family,14,family
b5293,t_vampires,14,vampires
b7093,t_family,14,family
b5942,t_funny,14,funny
b9265,t_autobiography,14,autobiography
b4130,t_drama,14,drama
b7071,t_mystery-thriller,14,mystery-thriller
b7071,t_crime,14,crime
b7144,t_graphic-novel,14,graphic-novel
b6069,t_mystery,14,mystery
b8610,t_chick-lit,14,chick-lit
b4327,t_appalachia,14,appalachia
b8399,t_mystery,14,mystery
b8428,t_animals,14,animals
b8835,t_historical,14,historical
b9011,t_vampire,14,vampire
b8405,t_family,14,family
b4123,t_drama,14,drama
b5447,t_cultural,14,cultural
b7562,t_19th-century,14,19th-century
b7078,t_classics,14,classics
b5653,t_graphic-novels,14,graphic-novels
b8009,t_drama,14,drama
b5910,t_motherhood,14,motherhood
b7215,t_suspense,14,suspense
b8525,t_coming-of-age,14,coming-of-age
b9596,t_guilty-pleasure,14,guilty-pleasure
b7948,t_suspense,14,suspense
b7948,t_action,14,action
b9479,t_historical,14,historical
b2001,t_j-k-rowling,14,j-k-rowling
b4812,t_classics,14,classics
b3450,t_thriller,14,thriller
b4005,t_chic-lit,14,chic-lit
b4793,t_mental-illness,14,mental-illness
b7344,t_humor,14,humor
b8986,t_detective,14,detective
b8986,t_mystery-suspense,14,mystery-suspense
b5553,t_romance,14,romance
b5553,t_feminism,14,feminism
b4776,t_assassins,14,assassins
b8455,t_inspirational,14,inspirational
b3900,t_classics,14,classics
b3900,t_poetry,14,poetry
b7645,t_crime,14,crime
b3900,t_baby-books,14,baby-books
b6323,t_crime,14,crime
b4333,t_civil-war,14,civil-war
b6663,t_non-fiction,14,non-fiction
b4035,t_nonfiction,14,nonfiction
b9395,t_mystery,14,mystery
b9297,t_theatre,14,theatre
b6959,t_books-from-my-childhood,14,books-from-my-childhood
b9840,t_thriller,14,thriller
b7251,t_20th-century,14,20th-century
b4400,t_beach-reads,14,beach-reads
b1486,t_adventure,14,adventure
b1486,t_classic,14,classic
b7896,t_adventure,14,adventure
b7896,t_relationships,14,relationships
b9616,t_love,14,love
b9341,t_drama,14,drama
b8184,t_drama,14,drama
b8184,t_friendship,14,friendship
b7989,t_middle-grades,14,middle-grades
b7343,t_classics,14,classics
b9605,t_classic,14,classic
b9600,t_twins,14,twins
b4658,t_family,14,family
b9045,t_bears,14,bears
b5949,t_supernatural,14,supernatural
b9200,t_mystery,14,mystery
b8999,t_arte,14,arte
b3636,t_epic-fantasy,14,epic-fantasy
b9162,t_poetry,14,poetry
b8881,t_relationships,14,relationships
b9674,t_suspense,14,suspense
b7740,t_1,14,1
b4743,t_vampires,14,vampires
b5491,t_classic,14,classic
b6958,t_relationships,14,relationships
b8811,t_family,14,family
b6934,t_romance,14,romance
b9865,t_personal-development,14,personal-development
b8939,t_satire,14,satire
b7644,t_classics,14,classics
b7586,t_western,14,western
b7944,t_family,14,family
b7944,t_humor,14,humor
b5898,t_fantasy,14,fantasy
b7408,t_classic,14,classic
b6586,t_nonfiction,14,nonfiction
b6586,t_art-instruction,14,art-instruction
b5407,t_could-not-finish,14,could-not-finish
b9736,t_california,14,california
b6430,t_theatre,14,theatre
b5361,t_drama,14,drama
b6869,t_suspense,14,suspense
b5058,t_coming-of-age,14,coming-of-age
b5058,t_drama,14,drama
b9181,t_world-war-ii,14,world-war-ii
b9314,t_mystery,14,mystery
b5709,t_new-york-city,14,new-york-city
b9320,t_philosophy,14,philosophy
b5002,t_romance,14,romance
b8619,t_non-fiction,14,non-fiction
b7972,t_drama,14,drama
b2272,t_mysteries,14,mysteries
b8516,t_asian,14,asian
b6141,t_adventure,14,adventure
b8746,t_animals,14,animals
b7399,t_chic-lit,14,chic-lit
b4337,t_new-england,14,new-england
