id,label,type,author,n_books
b554,"Voyager (Outlander, #3)",book,Diana Gabaldon,1
b730,The Pearl,book,John Steinbeck,1
b432,"I, Robot (Robot #0.1)",book,Isaac Asimov,1
b700,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",book,Philippa Gregory,1
b3241,"Crooked Kingdom (Six of Crows, #2)",book,Leigh Bardugo,1
b806,"Wizard and Glass (The Dark Tower, #4)",book,"Stephen King, Dave McKean",1
b1964,"Fool's Errand (Tawny Man, #1)",book,Robin Hobb,1
b1374,"A Memory of Light (Wheel of Time, #14)",book,"Robert Jordan, Brandon Sanderson",1
b470,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,book,"Malala Yousafzai, Christina Lamb",1
b2105,"Magic Bites (Kate Daniels, #1)",book,Ilona Andrews,1
b11,The Kite Runner,book,Khaled Hosseini,1
b80,The Little Prince,book,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1
b1329,Howl and Other Poems,book,"Allen Ginsberg, William Carlos Williams",1
b2271,"Feet of Clay (Discworld, #19; City Watch, #3)",book,Terry Pratchett,1
b1782,"The Dream Thieves (The Raven Cycle, #2)",book,Maggie Stiefvater,1
b2501,"Soul Music (Discworld, #16; Death, #3)",book,Terry Pratchett,1
b4581,"Finnikin of the Rock (Lumatere Chronicles, #1)",book,Melina Marchetta,1
b918,"The Arctic Incident (Artemis Fowl, #2)",book,Eoin Colfer,1
b1431,"Redwall (Redwall, #1)",book,Brian Jacques,1
b2814,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",book,Laini Taylor,1
b490,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",book,Art Spiegelman,1
b2921,Ariel,book,Sylvia Plath,1
b910,"Old Man's War (Old Man's War, #1)",book,John Scalzi,1
b2533,"The Winner's Curse (The Winner's Trilogy, #1)",book,Marie Rutkoski,1
b826,The Wind in the Willows,book,"Kenneth Grahame, Gillian Avery",1
b789,Foundation and Empire (Foundation #2),book,Isaac Asimov,1
b256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,book,"Greg Mortenson, David Oliver Relin",1
b997,The Scarlet Pimpernel,book,Emmuska Orczy,1
b1863,"Lioness Rampant (Song of the Lioness, #4)",book,Tamora Pierce,1
b73,"The Host (The Host, #1)",book,Stephenie Meyer,1
b2743,Nimona,book,Noelle Stevenson,1
b398,Fast Food Nation: The Dark Side of the All-American Meal,book,Eric Schlosser,1
b440,"Fall of Giants (The Century Trilogy, #1)",book,Ken Follett,1
b751,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",book,Douglas Adams,1
b3578,Tigana,book,Guy Gavriel Kay,1
b384,"Frostbite (Vampire Academy, #2)",book,Richelle Mead,1
b695,"The Silkworm (Cormoran Strike, #2)",book,"Robert Galbraith, J.K. Rowling",1
b203,"Beautiful Disaster (Beautiful, #1)",book,Jamie McGuire,1
b101,Me Talk Pretty One Day,book,David Sedaris,1
b2954,"The Blue Sword (Damar, #1)",book,Robin McKinley,1
b1997,"Grave Mercy (His Fair Assassin, #1)",book,Robin LaFevers,1
b828,"Persepolis: The Story of a Childhood (Persepolis, #1)",book,"Marjane Satrapi, Mattias Ripa",1
b324,Fangirl,book,Rainbow Rowell,1
b2006,"The Republic of Thieves (Gentleman Bastard, #3)",book,Scott Lynch,1
b794,"Doctor Sleep (The Shining, #2)",book,Stephen King,1
b1077,"Fables, Vol. 1: Legends in Exile",book,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",1
b642,"World Without End (The Kingsbridge Series, #2)",book,Ken Follett,1
b2767,"Saga, Vol. 3 (Saga, #3)",book,"Brian K. Vaughan, Fiona Staples",1
b664,Breakfast at Tiffany's,book,Truman Capote,1
b2623,"Wild Magic (Immortals, #1)",book,Tamora Pierce,1
b633,Starship Troopers,book,Robert A. Heinlein,1
b1410,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",book,Agatha Christie,1
b1477,Bleak House,book,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1
b1638,"Temple of the Winds (Sword of Truth, #4)",book,"Terry Goodkind, Dick Hill",1
b1381,"The Eyre Affair (Thursday Next, #1)",book,Jasper Fforde,1
b1412,"Shadow's Edge (Night Angel, #2)",book,Brent Weeks,1
b715,Death of a Salesman,book,Arthur Miller,1
b202,"Hush, Hush (Hush, Hush, #1)",book,Becca Fitzpatrick,1
b218,"Bared to You (Crossfire, #1)",book,Sylvia Day,1
b318,Orphan Train,book,Christina Baker Kline,1
b1228,"Death Masks (The Dresden Files, #5)",book,Jim Butcher,1
b2244,"Saga, Vol. 2 (Saga, #2)",book,"Brian K. Vaughan, Fiona Staples",1
b114,Tuesdays with Morrie,book,"Mitch Albom, Saulius Dagys",1
b688,Under the Banner of Heaven: A Story of Violent Faith,book,Jon Krakauer,1
b2764,"The Demon King (Seven Realms, #1)",book,Cinda Williams Chima,1
b2470,"Thud! (Discworld, #34; City Watch #7)",book,Terry Pratchett,1
b2167,"Empire of Storms (Throne of Glass, #5)",book,Sarah J. Maas,1
b2469,"Lords and Ladies (Discworld, #14; Witches #4)",book,Terry Pratchett,1
b21,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",book,"J.K. Rowling, Mary GrandPré",1
b4961,"The Fifth Season (The Broken Earth, #1)",book,N.K. Jemisin,1
b273,Snow Flower and the Secret Fan,book,Lisa See,1
b394,"Shadow Kiss (Vampire Academy, #3)",book,Richelle Mead,1
b2056,"New Spring (Wheel of Time, #0)",book,Robert Jordan,1
b226,Dark Places,book,Gillian Flynn,1
b881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,book,Oliver Sacks,1
b2984,"Eon: Dragoneye Reborn (Eon, #1)",book,Alison Goodman,1
b2499,Villette,book,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",1
b1084,To the Lighthouse,book,Virginia Woolf,1
b1263,"Leviathan Wakes (The Expanse, #1)",book,James S.A. Corey,1
b2677,"Thief of Time (Discworld, #26; Death, #5)",book,Terry Pratchett,1
b78,"The Devil Wears Prada (The Devil Wears Prada, #1)",book,Lauren Weisberger,1
b890,Second Foundation (Foundation #3),book,Isaac Asimov,1
b972,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",book,Jules Verne,1
b729,"Hyperion (Hyperion Cantos, #1)",book,Dan Simmons,1
b259,"The Scorch Trials (Maze Runner, #2)",book,James Dashner,1
b1807,The Scorpio Races,book,Maggie Stiefvater,1
b1046,Modern Romance,book,"Aziz Ansari, Eric Klinenberg",1
b1214,Ulysses,book,James Joyce,1
b887,As I Lay Dying,book,William Faulkner,1
b3245,"Cruel Beauty (Cruel Beauty Universe, #1)",book,Rosamund Hodge,1
b2382,"Golden Fool (Tawny Man, #2)",book,Robin Hobb,1
b947,"Angelfall (Penryn & the End of Days, #1)",book,Susan Ee,1
b411,The Undomestic Goddess,book,Sophie Kinsella,1
b1323,"Magyk (Septimus Heap, #1)",book,Angie Sage,1
b1183,"Attack on Titan, Vol. 1 (Attack on Titan, #1)",book,"Hajime Isayama, Sheldon Drzka",1
b632,"Shatter Me (Shatter Me, #1)",book,Tahereh Mafi,1
b7373,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",book,Sarah J. Maas,1
b1280,The Aeneid,book,"Virgil, Robert Fitzgerald",1
b437,The Invention of Wings,book,Sue Monk Kidd,1
b1429,"Beyond the Shadows (Night Angel, #3)",book,Brent Weeks,1
b655,"Crossed (Matched, #2)",book,Ally Condie,1
b1353,"Winter (The Lunar Chronicles, #4)",book,Marissa Meyer,1
b712,"Drums of Autumn (Outlander, #4)",book,Diana Gabaldon,1
b4624,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",book,"Catherynne M. Valente, Ana Juan",1
b1501,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",book,Philippa Gregory,1
b1137,"The Eternity Code (Artemis Fowl, #3)",book,Eoin Colfer,1
b1235,Cosmos,book,Carl Sagan,1
b1027,"The Blood of Olympus (The Heroes of Olympus, #5)",book,Rick Riordan,1
b246,"Marked (House of Night, #1)",book,"P.C. Cast, Kristin Cast",1
b1653,"Blood Bound (Mercy Thompson, #2)",book,Patricia Briggs,1
b1199,"Y: The Last Man, Vol. 1: Unmanned",book,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",1
b1745,"Leviathan (Leviathan, #1)",book,Scott Westerfeld,1
b419,"Blood Promise (Vampire Academy, #4)",book,Richelle Mead,1
b1895,The Doll's House (The Sandman #2),book,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1
b1204,The Invisible Man,book,H.G. Wells,1
b4500,"Falling Kingdoms (Falling Kingdoms, #1)",book,"Morgan Rhodes, Michelle Rowen",1
b3702,"Fire Study (Study, #3)",book,Maria V. Snyder,1
b1175,"The Goose Girl (The Books of Bayern, #1)",book,Shannon Hale,1
b614,The Trial,book,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1
b1681,Lady Chatterley's Lover,book,"D.H. Lawrence, Doris Lessing, Chester Brown",1
b1148,The Psychopath Test: A Journey Through the Madness Industry,book,Jon Ronson,1
b3359,"Maskerade (Discworld, #18; Witches #5)",book,Terry Pratchett,1
b1090,House of Leaves,book,Mark Z. Danielewski,1
b255,Atlas Shrugged,book,"Ayn Rand, Leonard Peikoff",1
b374,A Short History of Nearly Everything,book,Bill Bryson,1
b421,The Paris Wife,book,Paula McLain,1
b1464,The Complete Persepolis,book,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",1
b3200,Carpe Jugulum (Discworld #23; Witches #6),book,Terry Pratchett,1
b501,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",book,Alexander McCall Smith,1
b3532,"Half a King (Shattered Sea, #1)",book,Joe Abercrombie,1
b472,Man's Search for Meaning,book,Viktor E. Frankl,1
b201,"The Lost Symbol (Robert Langdon, #3)",book,Dan Brown,1
b589,"Easy (Contours of the Heart, #1)",book,Tammara Webber,1
b1094,My Ántonia,book,Willa Cather,1
b870,Team of Rivals: The Political Genius of Abraham Lincoln,book,"Doris Kearns Goodwin, Suzanne Toren",1
b224,"Fallen (Fallen, #1)",book,Lauren Kate,1
b433,"Dark Lover (Black Dagger Brotherhood, #1)",book,J.R. Ward,1
b1340,"Dead Beat (The Dresden Files, #7)",book,Jim Butcher,1
b987,A Monster Calls,book,"Patrick Ness, Jim Kay, Siobhan Dowd",1
b875,"Wicked Lovely (Wicked Lovely, #1)",book,Melissa Marr,1
b366,John Adams,book,David McCullough,1
b2558,"Blue Lily, Lily Blue (The Raven Cycle, #3)",book,Maggie Stiefvater,1
b156,"Something Borrowed (Darcy & Rachel, #1)",book,Emily Giffin,1
b609,Cell,book,Stephen King,1
b1019,Childhood's End,book,Arthur C. Clarke,1
b35,The Alchemist,book,"Paulo Coelho, Alan R. Clarke",1
b1014,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",book,Douglas Adams,1
b2453,"Silverthorn (The Riftwar Saga, #3)",book,Raymond E. Feist,1
b1566,Ethan Frome,book,Edith Wharton,1
b1759,"Faith of the Fallen (Sword of Truth, #6)",book,Terry Goodkind,1
b838,"Xenocide (Ender's Saga, #3)",book,Orson Scott Card,1
b1636,"Iron Kissed (Mercy Thompson, #3)",book,Patricia Briggs,1
b568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",book,"Frank Miller, Klaus Janson, Lynn Varley",1
b3191,"Saga, Vol. 4 (Saga, #4)",book,"Brian K. Vaughan, Fiona Staples",1
b527,"Living Dead in Dallas (Sookie Stackhouse, #2)",book,Charlaine Harris,1
b1770,NOS4A2,book,Joe Hill,1
b2941,"The Kiss of Deception (The Remnant Chronicles, #1)",book,Mary E. Pearson,1
b1053,"Song of Susannah (The Dark Tower, #6)",book,"Stephen King, Darrel Anderson",1
b959,A Portrait of the Artist as a Young Man,book,"James Joyce, Seamus Deane",1
b3096,"Guardians of the West (The Malloreon, #1)",book,David Eddings,1
b974,The Man in the High Castle,book,Philip K. Dick,1
b769,The Complete Sherlock Holmes,book,Arthur Conan Doyle,1
b1272,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",book,Lynne Truss,1
b953,"The Dark Tower (The Dark Tower, #7)",book,Stephen King,1
b753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",book,Bryan Lee O'Malley,1
b424,The Name of the Rose,book,"Umberto Eco, William Weaver, Seán Barrett",1
b3278,"The Mad Ship (Liveship Traders, #2)",book,Robin Hobb,1
b595,A Separate Peace,book,John Knowles,1
b2518,"Academ's Fury (Codex Alera, #2)",book,Jim Butcher,1
b2978,The Emperor's Soul,book,Brandon Sanderson,1
b2871,"Theft of Swords (The Riyria Revelations, #1-2)",book,Michael J. Sullivan,1
b819,Walden,book,Henry David Thoreau,1
b244,Sharp Objects,book,Gillian Flynn,1
b4306,"Snow Like Ashes (Snow Like Ashes, #1)",book,Sara Raasch,1
b5429,"The Curse of Chalion (World of the Five Gods, #1)",book,Lois McMaster Bujold,1
b865,Night Shift,book,"Stephen King, John D. MacDonald",1
b1127,"Summer Knight (The Dresden Files, #4)",book,Jim Butcher,1
b619,"Thinking, Fast and Slow",book,Daniel Kahneman,1
b1058,"Murder at the Vicarage (Miss Marple, #1)",book,Agatha Christie,1
b2629,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",book,Sarah J. Maas,1
b509,Remember Me?,book,Sophie Kinsella,1
b2424,The Book of Lost Things,book,John Connolly,1
b3147,"The Rithmatist (The Rithmatist, #1)",book,Brandon Sanderson,1
b258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",book,"Carlos Ruiz Zafón, Lucia Graves",1
b3295,"The Novice (Black Magician Trilogy, #2)",book,Trudi Canavan,1
b212,Atonement,book,Ian McEwan,1
b92,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",book,"Steven D. Levitt, Stephen J. Dubner",1
b3228,Salt to the Sea,book,Ruta Sepetys,1
b3298,"Ship of Destiny (Liveship Traders, #3)",book,Robin Hobb,1
b403,The Art of War,book,"Sun Tzu, Thomas Cleary",1
b1527,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,book,Randall Munroe,1
b935,White Fang,book,Jack London,1
b1224,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",book,Brian Greene,1
b1314,The Origin of Species,book,Charles Darwin,1
b410,"Things Fall Apart (The African Trilogy, #1)",book,Chinua Achebe,1
b546,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,book,Robert M. Pirsig,1
b5559,"Changeless (Parasol Protectorate, #2)",book,Gail Carriger,1
b592,The Master and Margarita,book,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1
b3547,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",book,Terry Pratchett,1
b543,"Last Sacrifice (Vampire Academy, #6)",book,Richelle Mead,1
b1403,Horns,book,Joe Hill,1
b1394,"White Night (The Dresden Files, #9)",book,Jim Butcher,1
b731,The Exorcist,book,William Peter Blatty,1
b760,"Ender's Shadow (Ender's Shadow, #1)",book,Orson Scott Card,1
b675,Firestarter,book,Stephen King,1
b1210,"Anne of Avonlea (Anne of Green Gables, #2)",book,L.M. Montgomery,1
b456,A Streetcar Named Desire,book,Tennessee Williams,1
b3497,"First Test (Protector of the Small, #1)",book,Tamora Pierce,1
b639,Heidi,book,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1
b1298,"The Golem's Eye (Bartimaeus, #2)",book,Jonathan Stroud,1
b561,The Phantom Tollbooth,book,"Norton Juster, Jules Feiffer",1
b1741,"Death on the Nile (Hercule Poirot, #17)",book,Agatha Christie,1
b1572,Dream Country (The Sandman #3),book,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1
b2947,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",book,"Margaret Weis, Tracy Hickman",1
b1715,Let the Right One In,book,John Ajvide Lindqvist,1
b3362,"The Last Continent (Discworld, #22; Rincewind #6)",book,Terry Pratchett,1
b736,Invisible Man,book,Ralph Ellison,1
b1605,Ivanhoe,book,Walter Scott,1
b3117,"The High Lord (Black Magician Trilogy, #3)",book,Trudi Canavan,1
b1521,"Antigone (The Theban Plays, #3)",book,"Sophocles, J.E. Thomas",1
b1768,"Wyrd Sisters (Discworld, #6; Witches #2)",book,Terry Pratchett,1
b2540,American Born Chinese,book,Gene Luen Yang,1
b179,"Angela's Ashes (Frank McCourt, #1)",book,Frank McCourt,1
b1889,"Bone Crossed (Mercy Thompson, #4)",book,Patricia Briggs,1
b2487,"Perdido Street Station (Bas-Lag, #1)",book,China Miéville,1
b376,"The Death Cure (Maze Runner, #3)",book,James Dashner,1
b1041,The Idiot,book,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1
b2285,"A Darkness At Sethanon (The Riftwar Saga, #4)",book,Raymond E. Feist,1
b2792,"Shadows of Self (Mistborn, #5)",book,Brandon Sanderson,1
b149,"If I Stay (If I Stay, #1)",book,Gayle Forman,1
b792,The Complete Grimm's Fairy Tales,book,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1
b3244,"Trickster's Choice (Daughter of the Lioness, #1)",book,Tamora Pierce,1
b2811,"King of the Murgos (The Malloreon, #2)",book,David Eddings,1
b3182,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",book,Terry Brooks,1
b457,The Historian,book,Elizabeth Kostova,1
b1420,The Rise and Fall of the Third Reich: A History of Nazi Germany,book,William L. Shirer,1
b321,Where the Red Fern Grows,book,Wilson Rawls,1
b5287,Daughter of the Blood (The Black Jewels #1),book,Anne Bishop,1
b858,"Red Rising (Red Rising, #1)",book,Pierce Brown,1
b9673,"Fruits Basket, Vol. 3",book,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1
b2445,"The Beekeeper's Apprentice (Mary Russell, #1)",book,Laurie R. King,1
b152,Dear John,book,Nicholas Sparks,1
b2253,1491: New Revelations of the Americas Before Columbus,book,Charles C. Mann,1
b1089,"Equal Rites (Discworld, #3; Witches #1)",book,Terry Pratchett,1
b563,"Club Dead (Sookie Stackhouse, #3)",book,Charlaine Harris,1
b280,"Delirium (Delirium, #1)",book,Lauren Oliver,1
b1060,In Defense of Food: An Eater's Manifesto,book,Michael Pollan,1
b1262,Children of Dune (Dune Chronicles #3),book,Frank Herbert,1
b2170,Smoke and Mirrors: Short Fiction and Illusions,book,Neil Gaiman,1
b2154,"Hounded (The Iron Druid Chronicles, #1)",book,Kevin Hearne,1
b3648,"Wolf-Speaker (Immortals, #2)",book,Tamora Pierce,1
b1252,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",book,Katherine Boo,1
b3462,"Snuff (Discworld, #39; City Watch #8)",book,Terry Pratchett,1
b517,"Perfect Chemistry (Perfect Chemistry, #1)",book,Simone Elkeles,1
b2783,"Emperor Mage (Immortals, #3)",book,Tamora Pierce,1
b452,"The 5th Wave (The 5th Wave, #1)",book,Rick Yancey,1
b506,"The One (The Selection, #3)",book,Kiera Cass,1
b1191,"Ringworld (Ringworld, #1)",book,Larry Niven,1
b1859,Bird by Bird: Some Instructions on Writing and Life,book,Anne Lamott,1
b864,"The Fiery Cross (Outlander, #5)",book,Diana Gabaldon,1
b4454,"Boneshaker (The Clockwork Century, #1)",book,Cherie Priest,1
b1352,"Black Butler, Vol. 1 (Black Butler, #1)",book,"Yana Toboso, Tomo Kimura",1
b3530,"Sorceress of Darshiva (The Malloreon, #4)",book,David Eddings,1
b852,When Breath Becomes Air,book,"Paul Kalanithi, Abraham Verghese",1
b67,A Thousand Splendid Suns,book,Khaled Hosseini,1
b1962,"Silver Borne (Mercy Thompson, #5)",book,Patricia Briggs,1
b2805,Anya's Ghost,book,Vera Brosgol,1
b1816,Redshirts,book,John Scalzi,1
b2898,Nine Princes in Amber (The Chronicles of Amber #1),book,Roger Zelazny,1
b1070,"Darkfever (Fever, #1)",book,Karen Marie Moning,1
b1862,Heir to the Empire (Star Wars: The Thrawn Trilogy #1),book,Timothy Zahn,1
b3938,"Demon Lord of Karanda (The Malloreon, #3)",book,David Eddings,1
b2998,"Magic Bleeds (Kate Daniels, #4)",book,Ilona Andrews,1
b9245,"Fruits Basket, Vol. 4",book,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1
b3492,"The Seeress of Kell (The Malloreon, #5)",book,David Eddings,1
b2466,The Waste Land and Other Poems,book,T.S. Eliot,1
b1630,"Turn Coat (The Dresden Files, #11)",book,Jim Butcher,1
b539,"Hopeless (Hopeless, #1)",book,Colleen Hoover,1
b705,Thinner,book,"Richard Bachman, Stephen King",1
b2802,"Terrier (Beka Cooper, #1)",book,Tamora Pierce,1
b1666,Shakespeare's Sonnets,book,"William Shakespeare, Katherine Duncan-Jones",1
b2674,Fragile Things: Short Fictions and Wonders,book,Neil Gaiman,1
b558,"Dead to the World (Sookie Stackhouse, #4)",book,Charlaine Harris,1
b1178,The Prince and the Pauper,book,"Mark Twain, Everett H. Emerson",1
b2230,The Black Cauldron (The Chronicles of Prydain #2),book,Lloyd Alexander,1
b1526,The Red Badge of Courage,book,Stephen Crane,1
b909,"The Throne of Fire (Kane Chronicles, #2)",book,Rick Riordan,1
b912,"Two for the Dough (Stephanie Plum, #2)",book,Janet Evanovich,1
b2587,"Ruin and Rising (Shadow and Bone, #3)",book,Leigh Bardugo,1
b857,The Westing Game,book,Ellen Raskin,1
b1731,"The Desert Spear (Demon Cycle, #2)",book,Peter V. Brett,1
